product_id,baseline_price,cost,avg_rating_last_30d,recent_complaints,competitor_avg_price,trend
5876,180.73,143.0,4.12,4,160–190,stable
5877,129.1,75.0,3.67,13,109–140,negative
5878,160.4,95.0,2.88,17,130–180,negative?
5879,161.08,95.0,2.98,19,130–180,negative?
5880,130.45,75.0,3.65,9,109–140,negative
5881,130.37,75.0,3.8,11,109–140,negative
5882,179.44,143.0,3.99,3,160–190,stable
5883,249.59,110.0,4.66,2,unknown,rising?
5884,179.12,143.0,3.96,7,160–190,stable
5885,161.87,95.0,3.15,14,130–180,negative?
5886,248.15,110.0,4.8,2,unknown,rising?
5887,89.91,40.0,4.1,4,65–100,unclear
5888,50.62,27.0,4.34,0,44–52,stable
5889,49.02,27.0,4.61,5,44–52,stable
5890,127.94,75.0,3.79,9,109–140,negative
5891,48.67,27.0,4.66,2,44–52,stable
5892,159.57,95.0,3.18,14,130–180,negative?
5893,248.21,110.0,4.49,2,unknown,rising?
5894,159.27,95.0,3.27,17,130–180,negative?
5895,180.64,143.0,3.89,4,160–190,stable
5896,248.14,110.0,4.82,2,unknown,rising?
5897,177.06,143.0,3.92,5,160–190,stable
5898,48.67,27.0,4.21,5,44–52,stable
5899,180.31,143.0,4.04,2,160–190,stable
5900,91.89,40.0,4.33,0,65–100,unclear
5901,127.73,75.0,3.83,11,109–140,negative
5902,88.83,40.0,3.99,1,65–100,unclear
5903,250.62,110.0,4.79,3,unknown,rising?
5904,89.47,40.0,4.46,3,65–100,unclear
5905,249.36,110.0,4.49,0,unknown,rising?
5906,249.94,110.0,4.41,3,unknown,rising?
5907,128.1,75.0,3.55,11,109–140,negative
5908,50.54,27.0,4.54,2,44–52,stable
5909,129.65,75.0,3.7,12,109–140,negative
5910,51.5,27.0,4.25,2,44–52,stable
5911,130.05,75.0,3.93,14,109–140,negative
5912,159.4,95.0,2.87,18,130–180,negative?
5913,130.47,75.0,3.56,12,109–140,negative
5914,249.98,110.0,4.93,0,unknown,rising?
5915,250.08,110.0,4.44,0,unknown,rising?
5916,89.84,40.0,4.47,3,65–100,unclear
5917,248.99,110.0,4.6,0,unknown,rising?
5918,128.46,75.0,3.78,9,109–140,negative
5919,248.2,110.0,4.63,1,unknown,rising?
5920,88.62,40.0,4.12,2,65–100,unclear
5921,249.66,110.0,4.47,3,unknown,rising?
5922,90.78,40.0,4.17,4,65–100,unclear
5923,49.55,27.0,4.14,5,44–52,stable
5924,248.61,110.0,4.52,0,unknown,rising?
5925,90.03,40.0,3.92,1,65–100,unclear
5926,248.6,110.0,4.44,0,unknown,rising?
5927,49.08,27.0,4.27,1,44–52,stable
5928,159.48,95.0,2.94,18,130–180,negative?
5929,129.93,75.0,3.83,14,109–140,negative
5930,159.63,95.0,3.34,14,130–180,negative?
5931,160.83,95.0,3.08,15,130–180,negative?
5932,89.54,40.0,4.41,3,65–100,unclear
5933,90.78,40.0,4.24,3,65–100,unclear
5934,89.46,40.0,4.33,0,65–100,unclear
5935,91.02,40.0,3.92,4,65–100,unclear
5936,180.87,143.0,3.86,2,160–190,stable
5937,48.48,27.0,4.21,3,44–52,stable
5938,178.58,143.0,3.82,7,160–190,stable
5939,48.14,27.0,4.13,3,44–52,stable
5940,178.74,143.0,4.16,2,160–190,stable
5941,159.91,95.0,2.95,18,130–180,negative?
5942,159.27,95.0,3.19,19,130–180,negative?
5943,251.68,110.0,4.45,1,unknown,rising?
5944,48.98,27.0,4.61,0,44–52,stable
5945,47.99,27.0,4.21,2,44–52,stable
5946,90.37,40.0,4.24,0,65–100,unclear
5947,251.2,110.0,4.41,3,unknown,rising?
5948,91.8,40.0,4.42,1,65–100,unclear
5949,248.98,110.0,4.56,1,unknown,rising?
5950,91.37,40.0,4.28,2,65–100,unclear
5951,130.27,75.0,3.91,11,109–140,negative
5952,250.49,110.0,4.86,2,unknown,rising?
5953,48.28,27.0,4.31,3,44–52,stable
5954,249.35,110.0,4.42,0,unknown,rising?
5955,160.17,95.0,2.89,14,130–180,negative?
5956,249.37,110.0,4.59,0,unknown,rising?
5957,251.89,110.0,4.79,1,unknown,rising?
5958,177.79,143.0,3.73,7,160–190,stable
5959,179.45,143.0,4.23,3,160–190,stable
5960,179.39,143.0,4.3,6,160–190,stable
5961,177.09,143.0,4.21,2,160–190,stable
5962,88.32,40.0,4.44,0,65–100,unclear
5963,159.07,95.0,3.23,15,130–180,negative?
5964,161.9,95.0,2.89,16,130–180,negative?
5965,50.07,27.0,4.52,0,44–52,stable
5966,130.78,75.0,4.01,11,109–140,negative
5967,178.61,143.0,4.3,7,160–190,stable
5968,251.39,110.0,4.56,0,unknown,rising?
5969,159.16,95.0,3.15,16,130–180,negative?
5970,251.52,110.0,4.86,0,unknown,rising?
5971,51.56,27.0,4.16,0,44–52,stable
5972,161.63,95.0,2.86,14,130–180,negative?
5973,161.83,95.0,3.16,18,130–180,negative?
5974,127.49,75.0,3.85,12,109–140,negative
5975,178.7,143.0,3.83,2,160–190,stable
5976,251.91,110.0,4.47,2,unknown,rising?
5977,248.91,110.0,4.8,2,unknown,rising?
5978,251.87,110.0,4.61,0,unknown,rising?
5979,127.46,75.0,3.94,13,109–140,negative
5980,159.52,95.0,2.89,16,130–180,negative?
5981,130.07,75.0,3.54,13,109–140,negative
5982,177.67,143.0,3.91,6,160–190,stable
5983,129.21,75.0,3.85,11,109–140,negative
5984,179.69,143.0,3.75,2,160–190,stable
5985,90.2,40.0,3.91,2,65–100,unclear
5986,88.31,40.0,4.25,3,65–100,unclear
5987,161.86,95.0,3.08,18,130–180,negative?
5988,177.73,143.0,3.82,2,160–190,stable
5989,89.65,40.0,4.13,0,65–100,unclear
5990,88.79,40.0,4.15,1,65–100,unclear
5991,130.06,75.0,4.01,12,109–140,negative
5992,130.38,75.0,3.69,14,109–140,negative
5993,158.3,95.0,3.1,18,130–180,negative?
5994,89.86,40.0,4.46,4,65–100,unclear
5995,250.11,110.0,4.62,0,unknown,rising?
5996,130.23,75.0,3.91,13,109–140,negative
5997,88.7,40.0,4.05,0,65–100,unclear
5998,250.19,110.0,4.51,1,unknown,rising?
5999,130.14,75.0,3.91,12,109–140,negative
6000,179.7,143.0,4.03,7,160–190,stable
6001,90.34,40.0,3.93,0,65–100,unclear
6002,127.6,75.0,3.77,10,109–140,negative
6003,159.68,95.0,2.95,14,130–180,negative?
6004,50.34,27.0,4.65,5,44–52,stable
6005,130.8,75.0,4.05,13,109–140,negative
6006,90.23,40.0,4.16,4,65–100,unclear
6007,48.73,27.0,4.48,5,44–52,stable
6008,250.51,110.0,4.8,0,unknown,rising?
6009,51.88,27.0,4.13,3,44–52,stable
6010,130.15,75.0,3.86,9,109–140,negative
6011,50.31,27.0,4.46,4,44–52,stable
6012,48.02,27.0,4.52,2,44–52,stable
6013,160.64,95.0,3.35,18,130–180,negative?
6014,49.62,27.0,4.56,0,44–52,stable
6015,130.16,75.0,3.59,13,109–140,negative
6016,89.73,40.0,4.19,0,65–100,unclear
6017,90.47,40.0,4.23,2,65–100,unclear
6018,250.08,110.0,4.75,0,unknown,rising?
6019,249.04,110.0,4.4,0,unknown,rising?
6020,251.52,110.0,4.77,1,unknown,rising?
6021,250.48,110.0,4.79,0,unknown,rising?
6022,48.73,27.0,4.22,4,44–52,stable
6023,50.9,27.0,4.4,4,44–52,stable
6024,127.56,75.0,3.85,9,109–140,negative
6025,159.98,95.0,3.4,15,130–180,negative?
6026,129.07,75.0,3.66,11,109–140,negative
6027,250.37,110.0,4.71,3,unknown,rising?
6028,130.92,75.0,3.78,10,109–140,negative
6029,127.34,75.0,3.89,13,109–140,negative
6030,179.12,143.0,4.21,4,160–190,stable
6031,249.76,110.0,4.96,1,unknown,rising?
6032,179.43,143.0,3.88,4,160–190,stable
6033,248.71,110.0,4.58,1,unknown,rising?
6034,160.49,95.0,3.05,14,130–180,negative?
6035,130.63,75.0,3.94,10,109–140,negative
6036,248.43,110.0,4.5,3,unknown,rising?
6037,48.43,27.0,4.22,3,44–52,stable
6038,178.49,143.0,3.99,2,160–190,stable
6039,161.3,95.0,3.29,19,130–180,negative?
6040,180.11,143.0,4.06,6,160–190,stable
6041,251.63,110.0,4.76,0,unknown,rising?
6042,91.14,40.0,3.96,0,65–100,unclear
6043,90.83,40.0,4.23,1,65–100,unclear
6044,51.81,27.0,4.54,3,44–52,stable
6045,249.33,110.0,4.79,0,unknown,rising?
6046,130.33,75.0,3.51,9,109–140,negative
6047,249.02,110.0,4.62,0,unknown,rising?
6048,50.98,27.0,4.48,3,44–52,stable
6049,177.71,143.0,3.75,4,160–190,stable
6050,159.21,95.0,3.37,17,130–180,negative?
6051,128.22,75.0,3.74,9,109–140,negative
6052,88.23,40.0,4.12,0,65–100,unclear
6053,179.41,143.0,4.01,3,160–190,stable
6054,180.68,143.0,4.03,5,160–190,stable
6055,178.98,143.0,3.85,4,160–190,stable
6056,128.97,75.0,3.85,10,109–140,negative
6057,129.85,75.0,3.95,11,109–140,negative
6058,159.27,95.0,3.38,18,130–180,negative?
6059,177.12,143.0,3.84,2,160–190,stable
6060,249.03,110.0,4.72,0,unknown,rising?
6061,48.1,27.0,4.31,1,44–52,stable
6062,48.74,27.0,4.7,2,44–52,stable
6063,49.69,27.0,4.55,2,44–52,stable
6064,178.88,143.0,4.21,5,160–190,stable
6065,179.41,143.0,4.15,6,160–190,stable
6066,179.65,143.0,3.92,4,160–190,stable
6067,249.16,110.0,4.89,3,unknown,rising?
6068,160.44,95.0,3.12,18,130–180,negative?
6069,160.74,95.0,2.98,15,130–180,negative?
6070,158.58,95.0,3.2,18,130–180,negative?
6071,89.04,40.0,4.23,1,65–100,unclear
6072,160.99,95.0,3.35,14,130–180,negative?
6073,177.9,143.0,3.89,7,160–190,stable
6074,88.72,40.0,4.12,0,65–100,unclear
6075,129.3,75.0,3.87,11,109–140,negative
6076,130.1,75.0,3.82,13,109–140,negative
6077,130.01,75.0,3.56,13,109–140,negative
6078,180.86,143.0,3.97,3,160–190,stable
6079,178.77,143.0,3.95,3,160–190,stable
6080,88.82,40.0,3.95,1,65–100,unclear
6081,88.45,40.0,4.02,0,65–100,unclear
6082,48.64,27.0,4.27,5,44–52,stable
6083,179.21,143.0,3.85,4,160–190,stable
6084,248.57,110.0,4.4,0,unknown,rising?
6085,248.39,110.0,4.92,0,unknown,rising?
6086,127.59,75.0,4.03,9,109–140,negative
6087,88.36,40.0,4.38,3,65–100,unclear
6088,51.96,27.0,4.47,5,44–52,stable
6089,50.93,27.0,4.61,0,44–52,stable
6090,130.6,75.0,3.75,10,109–140,negative
6091,162.0,95.0,3.3,15,130–180,negative?
6092,178.06,143.0,4.14,7,160–190,stable
6093,90.05,40.0,4.02,0,65–100,unclear
6094,89.72,40.0,3.98,3,65–100,unclear
6095,127.52,75.0,3.86,11,109–140,negative
6096,129.27,75.0,3.96,10,109–140,negative
6097,158.32,95.0,3.08,17,130–180,negative?
6098,180.88,143.0,4.18,7,160–190,stable
6099,127.94,75.0,3.67,13,109–140,negative
6100,128.71,75.0,4.02,10,109–140,negative
6101,128.54,75.0,3.65,9,109–140,negative
6102,130.5,75.0,3.73,9,109–140,negative
6103,248.4,110.0,4.44,0,unknown,rising?
6104,160.46,95.0,3.35,19,130–180,negative?
6105,129.84,75.0,3.55,9,109–140,negative
6106,130.4,75.0,3.56,9,109–140,negative
6107,130.88,75.0,3.65,10,109–140,negative
6108,48.39,27.0,4.41,0,44–52,stable
6109,160.87,95.0,3.19,14,130–180,negative?
6110,178.73,143.0,4.05,6,160–190,stable
6111,251.56,110.0,4.86,1,unknown,rising?
6112,91.43,40.0,3.92,3,65–100,unclear
6113,251.66,110.0,4.91,0,unknown,rising?
6114,91.66,40.0,4.19,0,65–100,unclear
6115,249.43,110.0,4.81,0,unknown,rising?
6116,251.54,110.0,4.94,2,unknown,rising?
6117,177.57,143.0,4.21,5,160–190,stable
6118,129.58,75.0,4.0,9,109–140,negative
6119,89.85,40.0,4.48,0,65–100,unclear
6120,248.57,110.0,4.75,2,unknown,rising?
6121,159.27,95.0,2.84,14,130–180,negative?
6122,250.84,110.0,4.9,3,unknown,rising?
6123,251.41,110.0,4.66,2,unknown,rising?
6124,177.35,143.0,4.0,5,160–190,stable
6125,128.39,75.0,3.73,14,109–140,negative
6126,130.89,75.0,3.78,10,109–140,negative
6127,49.12,27.0,4.5,2,44–52,stable
6128,89.61,40.0,4.4,0,65–100,unclear
6129,249.97,110.0,4.92,2,unknown,rising?
6130,49.68,27.0,4.47,4,44–52,stable
6131,250.38,110.0,4.96,0,unknown,rising?
6132,128.88,75.0,3.56,12,109–140,negative
6133,130.23,75.0,4.08,13,109–140,negative
6134,49.57,27.0,4.36,2,44–52,stable
6135,177.75,143.0,4.27,3,160–190,stable
6136,50.68,27.0,4.68,0,44–52,stable
6137,129.59,75.0,3.7,10,109–140,negative
6138,160.89,95.0,3.22,18,130–180,negative?
6139,159.88,95.0,3.01,16,130–180,negative?
6140,178.04,143.0,4.1,4,160–190,stable
6141,88.86,40.0,4.0,4,65–100,unclear
6142,179.6,143.0,4.03,6,160–190,stable
6143,179.2,143.0,3.96,5,160–190,stable
6144,49.29,27.0,4.12,2,44–52,stable
6145,180.55,143.0,3.95,4,160–190,stable
6146,180.0,143.0,4.19,5,160–190,stable
6147,180.53,143.0,4.09,4,160–190,stable
6148,178.28,143.0,3.71,7,160–190,stable
6149,160.19,95.0,3.35,17,130–180,negative?
6150,249.79,110.0,4.5,1,unknown,rising?
6151,89.54,40.0,4.17,1,65–100,unclear
6152,251.16,110.0,4.94,3,unknown,rising?
6153,160.51,95.0,2.88,18,130–180,negative?
6154,48.18,27.0,4.27,1,44–52,stable
6155,179.93,143.0,4.24,3,160–190,stable
6156,178.73,143.0,3.91,7,160–190,stable
6157,51.37,27.0,4.22,2,44–52,stable
6158,50.31,27.0,4.4,2,44–52,stable
6159,158.66,95.0,3.29,14,130–180,negative?
6160,251.16,110.0,4.48,0,unknown,rising?
6161,48.09,27.0,4.64,1,44–52,stable
6162,90.45,40.0,4.39,4,65–100,unclear
6163,88.67,40.0,4.12,3,65–100,unclear
6164,177.98,143.0,4.11,6,160–190,stable
6165,89.38,40.0,3.9,0,65–100,unclear
6166,88.11,40.0,4.11,4,65–100,unclear
6167,250.4,110.0,5.0,0,unknown,rising?
6168,128.59,75.0,3.51,9,109–140,negative
6169,91.57,40.0,4.1,0,65–100,unclear
6170,179.93,143.0,3.82,5,160–190,stable
6171,160.65,95.0,3.22,15,130–180,negative?
6172,48.96,27.0,4.43,0,44–52,stable
6173,129.47,75.0,3.73,9,109–140,negative
6174,248.08,110.0,4.75,3,unknown,rising?
6175,248.74,110.0,4.41,0,unknown,rising?
6176,50.64,27.0,4.16,2,44–52,stable
6177,251.13,110.0,4.86,0,unknown,rising?
6178,129.54,75.0,3.61,12,109–140,negative
6179,161.05,95.0,3.21,14,130–180,negative?
6180,88.93,40.0,4.38,0,65–100,unclear
6181,161.71,95.0,3.28,15,130–180,negative?
6182,128.08,75.0,4.02,14,109–140,negative
6183,249.69,110.0,4.61,3,unknown,rising?
6184,49.03,27.0,4.28,5,44–52,stable
6185,251.36,110.0,4.72,2,unknown,rising?
6186,129.23,75.0,3.93,10,109–140,negative
6187,48.47,27.0,4.34,3,44–52,stable
6188,90.6,40.0,4.06,0,65–100,unclear
6189,50.61,27.0,4.53,4,44–52,stable
6190,128.97,75.0,3.98,13,109–140,negative
6191,129.79,75.0,3.82,11,109–140,negative
6192,51.96,27.0,4.46,1,44–52,stable
6193,159.39,95.0,3.28,15,130–180,negative?
6194,48.79,27.0,4.54,4,44–52,stable
6195,248.67,110.0,4.94,1,unknown,rising?
6196,177.46,143.0,3.81,3,160–190,stable
6197,179.54,143.0,4.1,6,160–190,stable
6198,248.12,110.0,4.98,1,unknown,rising?
6199,91.03,40.0,4.48,2,65–100,unclear
6200,250.52,110.0,4.61,0,unknown,rising?
6201,51.28,27.0,4.11,4,44–52,stable
6202,89.26,40.0,4.03,1,65–100,unclear
6203,48.01,27.0,4.32,5,44–52,stable
6204,128.58,75.0,3.88,12,109–140,negative
6205,159.32,95.0,2.84,19,130–180,negative?
6206,49.16,27.0,4.38,3,44–52,stable
6207,51.35,27.0,4.67,4,44–52,stable
6208,130.53,75.0,3.87,13,109–140,negative
6209,127.26,75.0,3.96,10,109–140,negative
6210,251.63,110.0,4.97,3,unknown,rising?
6211,179.72,143.0,3.88,6,160–190,stable
6212,249.78,110.0,4.64,1,unknown,rising?
6213,178.04,143.0,4.24,2,160–190,stable
6214,90.73,40.0,3.99,2,65–100,unclear
6215,130.15,75.0,3.99,11,109–140,negative
6216,250.88,110.0,4.97,1,unknown,rising?
6217,48.09,27.0,4.42,0,44–52,stable
6218,180.28,143.0,4.14,2,160–190,stable
6219,248.89,110.0,4.4,2,unknown,rising?
6220,49.21,27.0,4.41,1,44–52,stable
6221,127.5,75.0,3.99,9,109–140,negative
6222,160.6,95.0,3.22,17,130–180,negative?
6223,177.05,143.0,3.95,6,160–190,stable
6224,251.09,110.0,4.85,0,unknown,rising?
6225,127.92,75.0,4.04,10,109–140,negative
6226,249.81,110.0,4.5,2,unknown,rising?
6227,129.5,75.0,3.69,11,109–140,negative
6228,161.05,95.0,3.12,17,130–180,negative?
6229,88.64,40.0,3.99,0,65–100,unclear
6230,91.43,40.0,4.47,4,65–100,unclear
6231,179.68,143.0,3.75,3,160–190,stable
6232,51.75,27.0,4.11,5,44–52,stable
6233,250.88,110.0,4.76,3,unknown,rising?
6234,91.32,40.0,4.36,3,65–100,unclear
6235,250.99,110.0,4.95,2,unknown,rising?
6236,51.96,27.0,4.44,3,44–52,stable
6237,128.84,75.0,4.01,14,109–140,negative
6238,249.14,110.0,4.65,2,unknown,rising?
6239,160.43,95.0,3.21,17,130–180,negative?
6240,251.94,110.0,4.88,2,unknown,rising?
6241,128.13,75.0,3.61,11,109–140,negative
6242,159.95,95.0,2.84,16,130–180,negative?
6243,248.87,110.0,4.77,2,unknown,rising?
6244,249.7,110.0,4.86,2,unknown,rising?
6245,128.05,75.0,4.07,13,109–140,negative
6246,90.23,40.0,4.01,1,65–100,unclear
6247,248.09,110.0,4.44,3,unknown,rising?
6248,248.98,110.0,4.75,0,unknown,rising?
6249,161.03,95.0,2.88,14,130–180,negative?
6250,179.51,143.0,3.72,4,160–190,stable
6251,158.62,95.0,3.23,17,130–180,negative?
6252,177.93,143.0,4.04,2,160–190,stable
6253,49.9,27.0,4.14,2,44–52,stable
6254,51.67,27.0,4.67,2,44–52,stable
6255,49.75,27.0,4.47,0,44–52,stable
6256,159.53,95.0,2.84,15,130–180,negative?
6257,178.93,143.0,3.96,6,160–190,stable
6258,50.98,27.0,4.38,3,44–52,stable
6259,251.1,110.0,4.73,1,unknown,rising?
6260,248.7,110.0,4.76,0,unknown,rising?
6261,48.05,27.0,4.17,5,44–52,stable
6262,89.48,40.0,4.22,3,65–100,unclear
6263,251.43,110.0,4.48,0,unknown,rising?
6264,177.81,143.0,4.2,4,160–190,stable
6265,158.35,95.0,3.07,17,130–180,negative?
6266,49.14,27.0,4.17,2,44–52,stable
6267,177.52,143.0,4.2,6,160–190,stable
6268,160.49,95.0,3.39,16,130–180,negative?
6269,158.5,95.0,2.95,18,130–180,negative?
6270,251.79,110.0,4.96,3,unknown,rising?
6271,129.01,75.0,3.77,9,109–140,negative
6272,91.11,40.0,4.24,0,65–100,unclear
6273,179.93,143.0,4.15,3,160–190,stable
6274,91.32,40.0,4.19,1,65–100,unclear
6275,159.73,95.0,2.98,16,130–180,negative?
6276,249.72,110.0,4.76,0,unknown,rising?
6277,248.89,110.0,4.77,0,unknown,rising?
6278,49.16,27.0,4.44,4,44–52,stable
6279,51.84,27.0,4.13,4,44–52,stable
6280,128.23,75.0,3.85,11,109–140,negative
6281,50.24,27.0,4.31,5,44–52,stable
6282,127.07,75.0,3.98,11,109–140,negative
6283,130.93,75.0,3.58,9,109–140,negative
6284,127.73,75.0,3.81,14,109–140,negative
6285,48.01,27.0,4.64,4,44–52,stable
6286,180.4,143.0,3.89,2,160–190,stable
6287,158.21,95.0,2.88,18,130–180,negative?
6288,91.08,40.0,4.41,3,65–100,unclear
6289,161.97,95.0,3.15,19,130–180,negative?
6290,160.45,95.0,2.9,18,130–180,negative?
6291,50.17,27.0,4.57,3,44–52,stable
6292,51.91,27.0,4.4,1,44–52,stable
6293,158.26,95.0,2.96,18,130–180,negative?
6294,88.84,40.0,4.43,4,65–100,unclear
6295,91.35,40.0,4.46,4,65–100,unclear
6296,89.21,40.0,4.19,1,65–100,unclear
6297,181.0,143.0,4.29,3,160–190,stable
6298,127.41,75.0,4.0,12,109–140,negative
6299,161.0,95.0,3.01,18,130–180,negative?
6300,51.78,27.0,4.52,3,44–52,stable
6301,128.39,75.0,3.65,10,109–140,negative
6302,50.45,27.0,4.22,4,44–52,stable
6303,128.89,75.0,3.63,14,109–140,negative
6304,179.99,143.0,3.9,6,160–190,stable
6305,127.89,75.0,3.98,14,109–140,negative
6306,161.48,95.0,3.15,14,130–180,negative?
6307,248.21,110.0,4.71,0,unknown,rising?
6308,48.43,27.0,4.11,5,44–52,stable
6309,128.78,75.0,3.65,9,109–140,negative
6310,158.68,95.0,3.12,18,130–180,negative?
6311,127.88,75.0,4.06,11,109–140,negative
6312,159.48,95.0,3.18,19,130–180,negative?
6313,88.17,40.0,4.42,0,65–100,unclear
6314,48.62,27.0,4.46,1,44–52,stable
6315,248.07,110.0,4.43,0,unknown,rising?
6316,49.48,27.0,4.68,1,44–52,stable
6317,250.58,110.0,4.77,0,unknown,rising?
6318,250.73,110.0,4.68,0,unknown,rising?
6319,179.49,143.0,4.13,4,160–190,stable
6320,128.56,75.0,3.89,13,109–140,negative
6321,177.05,143.0,4.12,4,160–190,stable
6322,250.15,110.0,4.94,0,unknown,rising?
6323,250.67,110.0,4.63,0,unknown,rising?
6324,179.1,143.0,4.13,3,160–190,stable
6325,90.17,40.0,4.44,2,65–100,unclear
6326,178.2,143.0,3.9,3,160–190,stable
6327,89.56,40.0,4.49,0,65–100,unclear
6328,88.07,40.0,3.98,0,65–100,unclear
6329,90.16,40.0,4.08,0,65–100,unclear
6330,88.23,40.0,3.95,2,65–100,unclear
6331,51.64,27.0,4.62,0,44–52,stable
6332,88.24,40.0,4.42,0,65–100,unclear
6333,89.67,40.0,4.39,2,65–100,unclear
6334,51.92,27.0,4.64,5,44–52,stable
6335,51.19,27.0,4.11,4,44–52,stable
6336,179.9,143.0,3.78,2,160–190,stable
6337,48.43,27.0,4.29,1,44–52,stable
6338,49.92,27.0,4.33,5,44–52,stable
6339,50.08,27.0,4.32,0,44–52,stable
6340,178.5,143.0,4.19,4,160–190,stable
6341,130.17,75.0,3.64,10,109–140,negative
6342,250.34,110.0,4.89,1,unknown,rising?
6343,88.67,40.0,4.0,1,65–100,unclear
6344,250.24,110.0,4.79,0,unknown,rising?
6345,250.93,110.0,4.75,0,unknown,rising?
6346,249.1,110.0,4.99,0,unknown,rising?
6347,130.02,75.0,3.55,12,109–140,negative
6348,161.32,95.0,2.99,14,130–180,negative?
6349,51.3,27.0,4.46,3,44–52,stable
6350,50.69,27.0,4.52,0,44–52,stable
6351,159.51,95.0,3.38,15,130–180,negative?
6352,49.18,27.0,4.31,1,44–52,stable
6353,160.16,95.0,3.34,15,130–180,negative?
6354,90.04,40.0,4.24,2,65–100,unclear
6355,129.89,75.0,3.73,13,109–140,negative
6356,249.41,110.0,4.82,0,unknown,rising?
6357,130.07,75.0,3.82,10,109–140,negative
6358,50.22,27.0,4.15,1,44–52,stable
6359,248.27,110.0,4.62,3,unknown,rising?
6360,158.73,95.0,3.11,14,130–180,negative?
6361,50.65,27.0,4.38,0,44–52,stable
6362,178.95,143.0,4.16,6,160–190,stable
6363,180.57,143.0,4.01,5,160–190,stable
6364,127.25,75.0,3.81,14,109–140,negative
6365,127.6,75.0,3.57,10,109–140,negative
6366,130.8,75.0,3.92,11,109–140,negative
6367,91.62,40.0,4.45,2,65–100,unclear
6368,49.17,27.0,4.24,4,44–52,stable
6369,179.25,143.0,4.02,3,160–190,stable
6370,179.86,143.0,4.0,6,160–190,stable
6371,49.6,27.0,4.28,3,44–52,stable
6372,180.57,143.0,3.85,4,160–190,stable
6373,49.43,27.0,4.47,2,44–52,stable
6374,49.19,27.0,4.5,4,44–52,stable
6375,91.2,40.0,4.03,4,65–100,unclear
6376,128.35,75.0,3.5,12,109–140,negative
6377,48.72,27.0,4.42,0,44–52,stable
6378,250.32,110.0,4.83,3,unknown,rising?
6379,158.61,95.0,3.22,18,130–180,negative?
6380,248.78,110.0,4.75,0,unknown,rising?
6381,161.55,95.0,3.33,16,130–180,negative?
6382,127.93,75.0,3.92,13,109–140,negative
6383,160.59,95.0,3.0,16,130–180,negative?
6384,250.52,110.0,4.43,3,unknown,rising?
6385,129.37,75.0,3.74,12,109–140,negative
6386,160.81,95.0,3.22,14,130–180,negative?
6387,88.59,40.0,3.96,3,65–100,unclear
6388,51.8,27.0,4.15,5,44–52,stable
6389,51.14,27.0,4.7,2,44–52,stable
6390,51.32,27.0,4.57,5,44–52,stable
6391,91.31,40.0,4.23,0,65–100,unclear
6392,158.03,95.0,3.13,19,130–180,negative?
6393,250.42,110.0,4.67,0,unknown,rising?
6394,49.46,27.0,4.4,5,44–52,stable
6395,159.85,95.0,3.26,19,130–180,negative?
6396,180.92,143.0,4.03,4,160–190,stable
6397,159.53,95.0,3.22,16,130–180,negative?
6398,48.69,27.0,4.33,3,44–52,stable
6399,91.99,40.0,4.0,1,65–100,unclear
6400,180.81,143.0,3.85,3,160–190,stable
6401,177.73,143.0,4.01,7,160–190,stable
6402,250.14,110.0,4.64,3,unknown,rising?
6403,127.98,75.0,3.92,11,109–140,negative
6404,251.05,110.0,4.47,0,unknown,rising?
6405,88.37,40.0,4.26,0,65–100,unclear
6406,178.45,143.0,4.08,7,160–190,stable
6407,49.04,27.0,4.46,2,44–52,stable
6408,127.65,75.0,3.72,13,109–140,negative
6409,127.44,75.0,3.99,9,109–140,negative
6410,129.39,75.0,3.72,11,109–140,negative
6411,251.05,110.0,4.67,1,unknown,rising?
6412,251.13,110.0,4.88,3,unknown,rising?
6413,127.91,75.0,3.53,14,109–140,negative
6414,91.89,40.0,4.33,0,65–100,unclear
6415,88.79,40.0,4.22,4,65–100,unclear
6416,128.75,75.0,4.05,9,109–140,negative
6417,89.47,40.0,3.96,3,65–100,unclear
6418,250.93,110.0,4.59,2,unknown,rising?
6419,158.16,95.0,3.13,15,130–180,negative?
6420,251.32,110.0,4.72,0,unknown,rising?
6421,127.99,75.0,3.53,11,109–140,negative
6422,50.42,27.0,4.16,4,44–52,stable
6423,177.06,143.0,3.8,4,160–190,stable
6424,88.22,40.0,4.35,0,65–100,unclear
6425,128.72,75.0,4.06,12,109–140,negative
6426,130.53,75.0,4.05,12,109–140,negative
6427,48.24,27.0,4.44,1,44–52,stable
6428,130.45,75.0,3.51,12,109–140,negative
6429,250.65,110.0,4.52,2,unknown,rising?
6430,130.42,75.0,3.61,11,109–140,negative
6431,178.69,143.0,4.19,4,160–190,stable
6432,159.64,95.0,2.97,17,130–180,negative?
6433,177.99,143.0,3.75,2,160–190,stable
6434,160.87,95.0,3.2,15,130–180,negative?
6435,160.12,95.0,2.81,15,130–180,negative?
6436,180.72,143.0,3.91,3,160–190,stable
6437,180.95,143.0,3.85,2,160–190,stable
6438,88.21,40.0,3.93,2,65–100,unclear
6439,127.43,75.0,4.0,13,109–140,negative
6440,48.0,27.0,4.1,2,44–52,stable
6441,179.93,143.0,3.88,5,160–190,stable
6442,250.18,110.0,4.53,0,unknown,rising?
6443,48.93,27.0,4.25,2,44–52,stable
6444,127.32,75.0,3.61,11,109–140,negative
6445,90.37,40.0,4.18,0,65–100,unclear
