product_id,title,category,price,cost,attributes,description
5469,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
5470,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101?
5471,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
5472,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
5473,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
5474,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
5475,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood. Customer said: 'ok quality'.
5476,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32", Customer said: 'ok quality'.
5477,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
5478,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
5479,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
5480,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
5481,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
5482,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
5483,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
5484,Slim Fti Tee,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn. Customer said: 'ok quality'.
5485,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
5486,Slim Fti Tee,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
5487,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
5488,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
5489,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
5490,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
5491,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
5492,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
5493,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
5494,Slim Fti T-shirt,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
5495,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น Customer said: 'ok quality'.
5496,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
5497,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
5498,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
5499,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
5500,Slim Fti Tee,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
5501,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
5502,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
5503,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
5504,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
5505,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
5506,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
5507,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
5508,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101?
5509,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
5510,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
5511,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
5512,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood. Customer said: 'ok quality'.
5513,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
5514,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
5515,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
5516,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
5517,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate? Customer said: 'ok quality'.
5518,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
5519,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
5520,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101?
5521,Slim Fti T-shirt,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
5522,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101?
5523,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
5524,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101? Customer said: 'ok quality'.
5525,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
5526,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
5527,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
5528,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
5529,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
5530,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101?
5531,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
5532,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
5533,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
5534,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
5535,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
5536,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
5537,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?). Customer said: 'ok quality'.
5538,Slim Fti Tee,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
5539,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
5540,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
5541,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
5542,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
5543,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
5544,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
5545,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
5546,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น Customer said: 'ok quality'.
5547,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
5548,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
5549,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
5550,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
5551,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101?
5552,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
5553,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101?
5554,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
5555,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
5556,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
5557,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101? Customer said: 'ok quality'.
5558,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
5559,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
5560,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
5561,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
5562,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
5563,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
5564,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
5565,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate? Customer said: 'ok quality'.
5566,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101?
5567,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
5568,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
5569,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
5570,Slim Fti T-shirt,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
5571,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
5572,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
5573,Slim Fti Tee,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
5574,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
5575,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
5576,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues. Customer said: 'ok quality'.
5577,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
5578,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
5579,Slim Fti T-shirt,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
5580,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
5581,Slim Fti Tee,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
5582,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
5583,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101?
5584,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
5585,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
5586,Slim Fti Tee,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
5587,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น Customer said: 'ok quality'.
5588,Slim Fti T-shirt,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
5589,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
5590,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
5591,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
5592,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
5593,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
5594,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
5595,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
5596,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
5597,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
5598,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
5599,Slim Fti Tee,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
5600,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
5601,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101?
5602,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
5603,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
5604,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
5605,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
5606,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
5607,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
5608,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood. Customer said: 'ok quality'.
5609,Slim Fti Tee,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
5610,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
5611,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
5612,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
5613,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
5614,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
5615,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101? Customer said: 'ok quality'.
5616,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
5617,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101?
5618,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
5619,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
5620,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
5621,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
5622,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
5623,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
5624,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
5625,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
5626,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
5627,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
5628,Slim Fti Tee,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
5629,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
5630,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
5631,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
5632,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
5633,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
5634,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues. Customer said: 'ok quality'.
5635,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
5636,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
5637,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
5638,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
5639,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101? Customer said: 'ok quality'.
5640,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
5641,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
5642,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
5643,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood. Customer said: 'ok quality'.
5644,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
5645,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
5646,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
5647,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32", Customer said: 'ok quality'.
5648,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
5649,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
5650,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
5651,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
5652,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
5653,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
5654,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101?
5655,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
5656,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
5657,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น Customer said: 'ok quality'.
5658,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
5659,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
5660,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
5661,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
5662,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
5663,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
5664,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
5665,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
5666,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
5667,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
5668,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
5669,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
5670,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101? Customer said: 'ok quality'.
5671,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
5672,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
5673,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
5674,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
5675,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
5676,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
5677,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น Customer said: 'ok quality'.
5678,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
5679,Slim Fti T-shirt,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
5680,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
5681,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
5682,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
5683,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
5684,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
5685,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
5686,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
5687,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
5688,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
5689,Slim Fti Tee,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
5690,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
5691,Slim Fti Tee,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
5692,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
5693,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues. Customer said: 'ok quality'.
5694,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
5695,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
5696,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
5697,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
5698,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
5699,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
5700,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
5701,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
5702,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
5703,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues. Customer said: 'ok quality'.
5704,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
5705,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
5706,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
5707,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
5708,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
5709,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
5710,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
5711,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
5712,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
5713,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
5714,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
5715,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
5716,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
5717,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues. Customer said: 'ok quality'.
5718,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?). Customer said: 'ok quality'.
5719,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
5720,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
5721,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
5722,Slim Fti Tee,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
5723,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
5724,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
5725,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
5726,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
5727,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
5728,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
5729,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
5730,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
5731,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
5732,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
